Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),Column 7,Column 8,Column 9
3.7,Swedbank,3 år,13137.0,"1,15 mkr",September 2011,,,
4.1,Skandiabanken,3 månader,13137.0,375000,Mars 2012,,,
3.15,Länsförsäkringar,2 år,13138.0,488000,2010-09-30,,,
4.15,Länsförsäkringar,3 månader,13138.0,,,,,
2.7,Swedbank,Rörlig,13138.0,,,,,
2.96,SEB,2 år,13138.0,,,,,
3.57,Handelsbanken,1 år,13138.0,575000,20110416,,,
3.35,SEB,Rörlig 3 mån ränta,13138.0,"1,56 mkr",2010-04-12,,,
2.9,SEB,2 år,13138.0,"2,4 mkr",2011-12-21,,,
4.8,Swedbank,Rörlig,13138.0,"1,8 mkr",Ej bundit,,,
3.25,SEB,3 år,13140.0,"4,1 mkr",jan 2012,,,
3.93,Handelsbanken,3 månader,13140.0,"0,448 mkr",April 2012,,,
3.85,Handelsbanken,3 månader,13141.0,,,,,
3.7,Danske Bank,Rörlig,13141.0,"1,7 mkr",2002-01-01,,,
3.19,SEB,2 år,13141.0,3 mkr,2012-02-17,,,
3.66,SEB,3 månader,13141.0,"1,5 mkr",2012-02-17,,,
3.83,Handelsbanken,3 månader,13141.0,2 mkr,2012-03-30,,,
3.5,SEB,3 månader,13142.0,,,,,
4.3,Nordea,5 år,13142.0,,,,,
3.99,SEB,5 år,13142.0,,,,,
4.15,SBAB,3 månader,13142.0,550000,2012-03-01,,,
4.15,SBAB,3 månader,13142.0,550000,2012-03-01,,,
2.84,SEB,1 år,13142.0,"6,6",2011-08-01,,,
3.5,Swedbank,3 månader,13143.0,2500000,20120315,,,
3.9,Danske Bank,Rörlig,13143.0,"2,6mkr",2012-03-31,,,
4.0,Skandiabanken,3 månader,13143.0,"4,2",2012-01-01,,,
3.51,SEB,3 månader,13144.0,889 tkr,2010-03-21,,,
4.18,SBAB,3 månader,13144.0,,,,,
3.8,Nordea,2 år,13144.0,"1,0 mkr",2012-03-01,,,
4.75,SBAB,2 år,13144.0,1,2011-06-12,,,
3.66,SEB,3 månader,13144.0,"1,3 mkr",aug2011,,,
4.15,Swedbank,3 månader,13144.0,1.0 mkr,april 2006,,,
4.22,Handelsbanken,3 år,13145.0,1000000,111201,,,
3.62,Swedbank,4 år,13146.0,,,,,
3.55,Nordea,Rörlig,13146.0,,,,,
3.56,SEB,3 månader,13146.0,,,,,
3.16,SEB,3 månader,13146.0,,,,,
3.77,Handelsbanken,3 månader,13146.0,,,,,
3.43,Swedbank,2 år,13146.0,"1,0 mkr",120329,,,
3.32,Handelsbanken,Rörlig,13146.0,"0,5",120301,,,
3.8,Danske Bank,Rörlig,13146.0,"5,45 mkr",Ej bundet,,,
3.89,Handelsbanken,3 månader,13146.0,1100000,20120201,,,
4.36,Handelsbanken,3 år,13146.0,900000,100401,,,
4.15,SBAB,3 månader,13146.0,500,janurary 2012,,,
3.91,SEB,3 månader,13146.0,"3,2 mkr",nov 2010,,,
3.7,SEB,3 månader,13147.0,900000,2012-03-28,,,
3.8,Skandiabanken,Rörlig,13147.0,,,,,
3.28,SEB,3 månader,13147.0,,,,,
3.35,Swedbank,3 månader,13147.0,,,,,
3.3,Nordea,2 år,13147.0,"1,3",110726,,,
3.5,SEB,2 år,13147.0,"3,45",20120228,,,
3.61,SEB,3 månader,13148.0,"1,4 mkr",2010-01-14,,,
3.61,SEB,3 månader,13148.0,"1,3 mkr",2011-02-01,,,
2.92,SEB,1 år,13148.0,"1,8 mkr",2011-06-30,,,
4.13,Handelsbanken,3 månader,13148.0,680000,april 2012,,,
4.2,Handelsbanken,2 år,13148.0,647000,oktober 2011,,,
3.96,Handelsbanken,3 månader,13149.0,"1,3 mkr",120301,,,
3.9,Swedbank,1 år,13149.0,405000,2012-01-02,,,
3.5,Danske Bank,3 år,13150.0,4 mkr,2012-03-15,,,
3.51,SEB,3 månader,13150.0,"5,4 mkr",2012-04-01,,,
3.9,Danske Bank,3 år,13150.0,"3,9",2006-06-30,,,
3.21,SEB,3 månader,13150.0,"6,5",2010-09-10,,,
4.1,Skandiabanken,3 månader,13150.0,"1,1 mkr",20120230,,,
3.35,Danske Bank,Rörlig,13150.0,5mkr,121101,,,
3.5,Swedbank,3 månader,13150.0,2500000,120326,,,
2.65,SEB,2 år,13150.0,1 Mkr,100502,,,
4.17,Länsförsäkringar,3 månader,13150.0,6 mkr,2006-02-01,,,
3.12,SEB,3 månader,13150.0,"2,8 mkr",20101101,,,
3.3,Nordea,3 månader,13150.0,8,2012-03-25,,,
3.65,Swedbank,3 månader,13150.0,1,jan 2012,,,
3.95,Danske Bank,3 år,13150.0,"3,9",juni 2006,,,
3.77,SEB,Rörlig,13150.0,375000,april 2012,,,
3.06,SEB,3 år,13150.0,5200000,mars 2012,,,
3.74,SEB,3 månader,13153.0,2.5 mkr,20120207,,,
4.25,Handelsbanken,3 månader,13153.0,665000,2012-01-01,,,
3.4,SEB,2 år,13156.0,,,,,
3.4,SEB,2 år,13156.0,,,,,
4.2,Länsförsäkringar,5 år,13160.0,,,,,
3.26,SEB,3 månader,13160.0,"1,0 mkr",20120403,,,
3.39,SEB,2 år,13160.0,"2,7 mkr",120328,,,
3.69,Skandiabanken,2 år,13160.0,"1,5 mkr",2012-02-29,,,
3.65,Swedbank,3 månader,13160.0,"1,5",120228,,,
3.83,Handelsbanken,3 månader,13160.0,2,20120301,,,
3.47,Swedbank,Rörlig,13160.0,"450.0""0,00",2012-03-30,,,
3.97,Swedbank,Rörlig,13161.0,,,,,
3.86,SEB,Rörlig,13161.0,,,,,
3.66,SEB,Rörlig,13161.0,,,,,
2.93,SEB,2 år,13161.0,,,,,
3.65,Nordea,Rörlig,13161.0,,,,,
3.84,SEB,3 månader,13161.0,,,,,
3.39,Skandiabanken,2 år,13161.0,"2,5 mkr",2012-03-01,,,
4.2,Nordea,Rörlig,13161.0,"1,6",2012-01-26,,,
3.29,Handelsbanken,1 år,13161.0,800000,2012-03-25,,,
2.75,Swedbank,Rörlig,13165.0,,,,,
3.56,SEB,3 månader,13165.0,,,,,
3.57,SEB,3 månader,13165.0,"2,5",2010-03-01,,,
4.15,Swedbank,Rörlig,13165.0,"1,65",20120120,,,
4.2,Skandiabanken,3 månader,13165.0,"0,7",120401,,,
3.53,Nordea,Rörlig,13165.0,2200000,120202,,,
4.13,Handelsbanken,3 månader,13165.0,"1,2 mkr",2012-02-01,,,
3.83,SBAB,3 månader,13165.0,"1,2 mkr",2012-03-30,,,
3.6,Swedbank,3 månader,13165.0,3000000,120301,,,
3.41,SEB,3 månader,13165.0,"2,85 mkr",2012-03-21,,,
2.78,SEB,1 år,13165.0,"1,1",September,,,
4.2,Handelsbanken,Rörlig,13170.0,,,,,
3.95,Skandiabanken,3 månader,13171.0,"2,0mkr",111201,,,
3.33,SEB,Rörlig,13171.0,,,,,
3.75,Swedbank,3 månader,13171.0,,,,,
3.8,Skandiabanken,3 månader,13171.0,,,,,
3.26,SEB,3 månader,13171.0,,,,,
3.55,Handelsbanken,2 år,13171.0,,,,,
4.03,Handelsbanken,3 månader,13171.0,,,,,
2.62,SEB,1 år,13171.0,"2,4 mkr",2011-10-01,,,
3.73,Nordea,Rörlig,13171.0,2 mkr,20120303,,,
4.18,Handelsbanken,Rörlig,13172.0,,,,,
4.4,SBAB,3 månader,13172.0,,,,,
4.33,Handelsbanken,3 månader,13172.0,400000,20090315,,,
4.06,SBAB,3 månader,13172.0,300000,2012-04-01,,,
4.0,Swedbank,3 månader,13173.0,,,,,
4.14,Handelsbanken,3 månader,13173.0,"2,6",Februari 2012,,,
3.4,Handelsbanken,2 år,13173.0,,,,,
3.8,SEB,3 månader,13173.0,,,,,
2.5,SEB,1 år,13173.0,,,,,
3.65,Handelsbanken,3 månader,13173.0,"2,29",120401,,,
3.62,Swedbank,2 år,13173.0,1360000,110915,,,
3.35,SEB,1 år,13173.0,2600000,111003,,,
3.9,Danske Bank,Rörlig,13173.0,"1,6",rörligt,,,
3.75,SEB,3 månader,13173.0,2 mkr,2012-03-21,,,
3.77,SEB,5 år,13198.0,,,,,
3.11,SEB,3 månader,13200.0,,,,,
3.5,SEB,Rörlig,13231.0,,,,,
4.3,Swedbank,3 månader,13231.0,,,,,
3.71,SEB,3 månader,13231.0,,,,,
3.35,Nordea,3 år,13231.0,1000000,120301,,,
3.75,Nordea,2 år,13231.0,"0,5 mkr",November 2011,,,
4.3,Swedbank,3 månader,13231.0,"1,8",Februari 2012,,,
4.0,Nordea,3 månader,13232.0,,,,,
3.95,SEB,3 månader,13232.0,"1,1 mkr",120228,,,
3.51,SEB,3 månader,13232.0,"0,3 mkr",120228,,,
4.2,Swedbank,1 år,13233.0,,,,,
3.6,Skandiabanken,2 år,13233.0,1097000,20120329,,,
3.34,SEB,3 månader,13233.0,500k,120401,,,
4.09,SBAB,Rörlig,13233.0,930000,-,,,
3.15,Nordea,3 år,13234.0,"0,5 mkr",100125,,,
3.81,SEB,3 månader,13234.0,4 mkr,Januari 2012,,,
3.94,Nordea,1 år,13235.0,4 mkr,April 2011,,,
4.0,Nordea,Rörlig,13235.0,,,,,
3.55,SEB,3 månader,13235.0,,,,,
3.35,Swedbank,2 månader,13235.0,,,,,
3.5,Handelsbanken,Rörlig,13235.0,,,,,
3.44,Danske Bank,Rörlig,13235.0,,,,,
3.78,Handelsbanken,1 år,13235.0,,,,,
3.85,Handelsbanken,3 månader,13235.0,"2,4 mkr",120331,,,
3.78,Swedbank,5 år,13235.0,3750000,2011-10-01,,,
3.8,Nordea,3 månader,13235.0,"1,5",120403,,,
3.25,Swedbank,2 år,13235.0,4200000,20100901,,,
3.65,Swedbank,3 år,13235.0,500 kkr,feruari 2012,,,
3.6,Handelsbanken,1 år,13235.0,1.96 mkr,2011-04-30,,,
3.536,Handelsbanken,3 år,13235.0,"1,2",20120301,,,
3.536,Handelsbanken,3 år,13235.0,"1,2",20120301,,,
3.3,Nordea,2 år,13235.0,3,2012-02-27,,,
3.86,SEB,3 månader,13235.0,"4,1 mkr",Mars 2012,,,
3.66,SEB,3 månader,13235.0,235000,november 2011,,,
4.13,SEB,3 månader,13235.0,303000,januari 2012,,,
3.7,Nordea,3 månader,13235.0,"0,5 mkr",mars 2012,,,
3.97,Handelsbanken,3 månader,13235.0,"4,0 mkr",februari 2008,,,
3.52,Handelsbanken,3 månader,13235.0,"2,2 mkr",mars 2012,,,
2.87,SEB,1 år,13236.0,,,,,
2.87,SEB,1 år,13236.0,"5,8 mkr",September 2011,,,
3.54,Swedbank,Rörlig,13236.0,,,,,
3.5,Nordea,3 månader,13236.0,,,,,
4.3,Nordea,3 månader,13236.0,,,,,
3.67,Handelsbanken,3 månader,13236.0,"1,7 mkr",2012-03-01,,,
4.1,Handelsbanken,3 år,13236.0,"3,2",2009-06-01,,,
4.09,Handelsbanken,3 månader,13236.0,"1,3",120301,,,
3.35,Swedbank,2 år,13236.0,"1,9",2012-03-30,,,
3.76,SEB,3 månader,13236.0,"1,323 mkr",100302,,,
3.8,Handelsbanken,3 år,13236.0,"1,6",april2012,,,
3.95,Handelsbanken,3 månader,13236.0,"1,85",mars 2012,,,
3.5,Danske Bank,Rörlig,13236.0,"3,135 mkr",-,,,
3.45,Nordea,2 år,13237.0,,,,,
3.83,Handelsbanken,3 månader,13237.0,1 mkr,2012-02-01,,,
3.6,Danske Bank,Rörlig,13237.0,"3,4 mkr",110410,,,
4.3,Handelsbanken,3 månader,13237.0,"3,8",120401,,,
3.9,Swedbank,3 månader,13237.0,3300000,111213,,,
3.5,Nordea,Rörlig,13237.0,"1,9",101220,,,
3.5,Nordea,Rörlig,13237.0,"1,9",20101220,,,
3.62,Swedbank,3 månader,13237.0,"3,05 mkr",20120331,,,
4.13,Handelsbanken,3 månader,13237.0,"04.0""6,00",2012-02-01,,,
3.89,Handelsbanken,3 månader,13237.0,4200000,Var tredje månad,,,
3.75,Swedbank,2 år,13237.0,"2,2",Oktober 2011,,,
3.44,SEB,3 månader,13239.0,"1,7 mkr",2011-12-28,,,
3.57,Swedbank,3 månader,13239.0,"2,9",mars 2012,,,
3.65,Danske Bank,3 månader,13239.0,"1,4",2012-04-01,,,
4.18,Handelsbanken,3 månader,13239.0,,,,,
3.71,Handelsbanken,3 månader,13239.0,,,,,
3.25,Nordea,3 år,13239.0,,,,,
4.18,Handelsbanken,3 månader,13239.0,,,,,
3.6,Handelsbanken,2 år,13239.0,,,,,
3.36,Swedbank,Rörlig,13239.0,"1,3",20040101,,,
3.91,SEB,3 månader,13239.0,545 tusen,2012,,,
3.95,Handelsbanken,3 månader,13239.0,"3,8 mkr",20120201,,,
3.08,Handelsbanken,2 år,13239.0,"4,0 milj",2012-03-01,,,
3.24,SEB,Rörlig,13239.0,"5,6 mkr",februari 2012,,,
4.1,SEB,3 månader,13239.0,"1,8 mkr",April 2008,,,
3.85,Handelsbanken,3 månader,13239.0,1500000,april 2012,,,
3.65,Handelsbanken,3 år,13239.0,"4,5 mkr",September 2010,,,
3.66,SEB,3 månader,13239.0,"1,5 mkr",februari 2008,,,
3.75,SEB,3 månader,13239.0,"1,0 mkr",feb 2012,,,
3.4,Handelsbanken,2 år,13240.0,"900.0""0,00",2012-02-29,,,
2.9,SEB,2 år,13240.0,"1,1 mkr",2012-01-18,,,
4.17,Handelsbanken,3 månader,13241.0,,,,,
3.67,Handelsbanken,3 månader,13241.0,"1,5",2012-01-01,,,
3.67,Handelsbanken,3 månader,13241.0,"1,5",2012-01-01,,,
4.15,Nordea,3 månader,13241.0,"3,1 mkr",2011-09-01,,,
3.77,Handelsbanken,Rörlig,13241.0,"1,3",Maj 2012,,,
3.99,SEB,3 månader,13242.0,246500,120413,,,
3.73,Handelsbanken,3 månader,13243.0,"0,7",120401,,,
4.22,Handelsbanken,3 månader,13243.0,750 tkr,Februari 2010,,,
2.86,SEB,1 år,13243.0,"2,9 mkr",Oktober 2011,,,
4.17,Handelsbanken,5 år,13244.0,"1,053",2008-12-01,,,
4.4,SBAB,Rörlig,13244.0,,,,,
3.5,Handelsbanken,2 år,13244.0,,,,,
3.95,Nordea,3 månader,13244.0,,,,,
2.7,SEB,1 år,13244.0,"3,3 mkr",111012,,,
3.8,Swedbank,3 månader,13244.0,920000,20121205,,,
3.95,Handelsbanken,3 månader,13244.0,"1,8",2011-09-01,,,
4.2,Swedbank,1 år,13244.0,"1,2mkr",Maj 2011,,,
3.16,SEB,3 år,13244.0,632700,Dec 2011,,,
3.56,SEB,1 år,13244.0,630000,April 2011,,,
3.45,SEB,3 år,13244.0,"1,0 mkr",mars 2012,,,
4.07,Handelsbanken,3 månader,13245.0,,,,,
3.72,Swedbank,5 år,13245.0,"1,2 mkr",20120402,,,
3.35,Swedbank,3 månader,13245.0,"1,6 mkr",20120402,,,
3.67,Swedbank,3 år,13245.0,"1,6 mkr",20120402,,,
2.86,SEB,2 år,13245.0,"4,7 mkr",111228,,,
3.2,Nordea,Rörlig,13246.0,,,,,
3.64,Handelsbanken,3 månader,13246.0,,,,,
3.75,Danske Bank,Rörlig,13246.0,,,,,
3.56,Handelsbanken,3 år,13246.0,,,,,
4.8,Nordea,3 månader,13246.0,,,,,
4.1,Nordea,Rörlig,13246.0,3400000,rörligt,,,
3.11,SEB,3 månader,13246.0,5mkr,120325,,,
3.36,SEB,Rörlig,13246.0,2885000,20120201,,,
3.51,SEB,2 år,13246.0,5,2011-02-01,,,
3.56,SEB,3 månader,13246.0,"2,6 mkr",120128,,,
3.09,Swedbank,Rörlig,13246.0,"10,5 mkr",2012-03-01,,,
3.44,Danske Bank,Rörlig,13246.0,"3,0 mkr",rörlig,,,
3.76,SEB,2 år,13247.0,,,,,
3.71,Swedbank,3 månader,13247.0,,,,,
4.3,Länsförsäkringar,Rörlig,13247.0,,,,,
2.88,Handelsbanken,3 år,13247.0,"4,1 MSEK",2010-07-30,,,
3.71,Swedbank,Rörlig,13247.0,"2,2 mkr",200400401,,,
3.9,Skandiabanken,Rörlig,13247.0,"1,8 mkr",20120331,,,
3.31,SEB,3 månader,13247.0,"2,4 mkr",2012-04-01,,,
3.95,Danske Bank,Rörlig,13247.0,"1,2",2011-08-31,,,
3.68,SEB,Rörlig,13247.0,1972000,20120401,,,
3.3,Handelsbanken,2 år,13247.0,1,20120229,,,
3.31,SEB,Rörlig,13247.0,"4,5",20120331,,,
3.71,Swedbank,3 månader,13247.0,4000000,maj 2011,,,
3.71,SEB,3 månader,13248.0,,,,,
3.9,Danske Bank,Rörlig,13248.0,6700000,20120106,,,
3.7,Danske Bank,Rörlig,13248.0,"5,3 mkr",2012-04-03,,,
3.8,Skandiabanken,3 månader,13252.0,,,,,
4.13,Handelsbanken,3 månader,13252.0,"1,2 mkr",120201,,,
3.73,Swedbank,4 år,13252.0,1100000,Sept 2011,,,
3.45,SEB,Rörlig,13264.0,"2,5 mkr",2011,,,
3.56,SEB,3 månader,13331.0,,,,,
3.15,SEB,2 år,13331.0,850000,2010-11-28,,,
3.5,Nordea,3 månader,13331.0,"1,1 mkr",2012-01-18,,,
4.36,Skandiabanken,1 år,13331.0,350000,110801,,,
3.63,SEB,Rörlig,13331.0,840 tkr,Obunden,,,
4.15,Swedbank,Rörlig,13331.0,330000,120214,,,
3.47,SEB,Rörlig,13332.0,"3,0 mkr",jan 2012,,,
2.5,SEB,Rörlig,13332.0,2000000,20120101,,,
2.0,Handelsbanken,Rörlig,13332.0,10000000,20120201,,,
4.33,Handelsbanken,1 år,13333.0,,,,,
3.33,Nordea,3 månader,13333.0,,,,,
3.26,SEB,Rörlig,13333.0,"3,8 mkr",120328,,,
3.4,Swedbank,3 månader,13333.0,"1,6 MKR",2012-03-15,,,
3.56,SEB,3 månader,13333.0,"1,1 mkr",2012-03-21,,,
4.13,Handelsbanken,3 månader,13333.0,1480000,120201,,,
3.72,Handelsbanken,Rörlig,13333.0,3250000,April 2012,,,
3.33,Nordea,3 månader,13333.0,"4,2 mkr",Februari 2012,,,
4.2,Nordea,3 månader,13334.0,,,,,
3.9,SEB,3 år,13334.0,"1,0 mkr",December 2010,,,
3.65,SEB,3 år,13334.0,,,,,
3.48,Handelsbanken,3 månader,13334.0,4 mkr,2012-03-20,,,
3.26,SEB,3 månader,13334.0,"6,1 mkr",2012-03-28,,,
3.12,Swedbank,2 år,13334.0,3500000,121210,,,
3.92,SEB,3 månader,13334.0,"4,5 mkr",mars 2012,,,
3.37,Handelsbanken,2 år,13334.0,"0,9 mkr",januari 2011,,,
3.43,Skandiabanken,2 år,13334.0,"0,673 mkr",December  2011,,,
3.1,Handelsbanken,2 år,13334.0,"4,5",mars 2012,,,
3.9,SEB,Rörlig,13335.0,"2,2",-,,,
3.85,SBAB,Rörlig,13335.0,,,,,
3.25,Swedbank,2 år,13335.0,,,,,
3.57,SEB,3 månader,13335.0,,,,,
4.15,Swedbank,Rörlig,13335.0,"0,35 mkr",obundet,,,
4.1,Swedbank,3 månader,13335.0,"2,6 mkr",120301,,,
3.35,Handelsbanken,Rörlig,13335.0,7,2012/02/30,,,
4.15,Swedbank,3 månader,13335.0,"2,5 mkr",2007-08-01,,,
3.3,SEB,Rörlig,13335.0,5 mkr,20120201,,,
